source_id,source_file,source_row,variable_code,issue_code,severity,message,observed_value
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,31:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,762.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,32:temperature_2m,air_temperature,Q08,medium,duplicate business key,30.8
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,32:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,6.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,32:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,103
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,32:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,32:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,606.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,33:temperature_2m,air_temperature,Q08,medium,duplicate business key,30.6
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,33:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,5.71
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,33:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,104
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,33:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,33:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,451.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,34:temperature_2m,air_temperature,Q08,medium,duplicate business key,30.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,34:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,5.62
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,34:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,102
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,34:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,34:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,222.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,35:temperature_2m,air_temperature,Q08,medium,duplicate business key,29.6
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,35:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,6.44
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,35:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,107
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,35:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,35:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,109.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,36:temperature_2m,air_temperature,Q08,medium,duplicate business key,28.9
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,36:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,6.67
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,36:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,114
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,36:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,36:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,11.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,37:temperature_2m,air_temperature,Q08,medium,duplicate business key,28.3
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,37:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,6.96
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,37:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,110
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,37:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,37:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,38:temperature_2m,air_temperature,Q08,medium,duplicate business key,28.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,38:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,6.43
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,38:wind_direction_10m,wind_direction,Q08,medium,duplicate business key,105
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,38:precipitation,precipitation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,38:shortwave_radiation,shortwave_radiation,Q08,medium,duplicate business key,0.0
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,39:temperature_2m,air_temperature,Q08,medium,duplicate business key,27.7
open_meteo_forecast,storage\raw\open_meteo_forecast\20260818T112053Z.json,39:wind_speed_10m,wind_speed,Q08,medium,duplicate business key,5.84
