source_id,source_file,source_row,title,doi,file_key,file_size_bytes,checksum,download_url,archive_downloaded
taihu_thqbca_zenodo,storage\raw\taihu_thqbca_zenodo\20260818T091138Z.json,1,A comprehensive time-series dataset linked to cyanobacterial blooms in Lake Taihu,10.5281/zenodo.13917285,THQBCA-V2.rar,924743430,md5:9fb11bd2ecb80470abfd33d54bdc9fa3,https://zenodo.org/api/records/13917285/files/THQBCA-V2.rar/content,False
taihu_thqbca_zenodo,storage\raw\taihu_thqbca_zenodo\20260818T091243Z.json,1,A comprehensive time-series dataset linked to cyanobacterial blooms in Lake Taihu,10.5281/zenodo.13917285,THQBCA-V2.rar,924743430,md5:9fb11bd2ecb80470abfd33d54bdc9fa3,https://zenodo.org/api/records/13917285/files/THQBCA-V2.rar/content,False
