relative_path,source_partition,sniffed_format,size_bytes,sha256,cleaner_name,status,notes
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030203.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,14024704,effe18e6ae242a6e550ee34a5b1fef2a0d29caa4c47d66970f2cde20ed6c504c,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030204.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,15138816,ad209739210e1106f097089a453d0430b9f646ba288b04aeec1cc56c0f60c774,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030205.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,13107200,5aa0d99a0c69183e231e136b42e0c2a9ff20352d57b1c722e6d7addf5f8ac4c4,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030206.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,4259840,3dfa69dbc09b92e2a790b219e4289da843f61c4b093ae3f67ff25d601d4b39c4,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030207.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,11272192,5dc55f042f27fb0871c5f6a23540a002a89b64d89a41de3989703a9162702df7,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030208.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,7077888,0b713bb278c6f07abedeae668f42b8b90c44a27cf90ba8f7ebfc85639574bdff,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030209.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,11665408,1f8a648c8c67d6848b4fc48ead40e69aceb83993329ada71e7c334965535ab25,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030211.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,13500416,f2d7442dedae4badb9a07f064f1c789ce4750aa0ea3fb096982853c0d7400b69,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030212.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,14352384,0b254d4abfd0d3576adb217a9637c4a644facd6defe9531900206a134116a2ff,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030213.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,3473408,0ff2d93a9c49efa4fc8391b3aef371e3a166ea58b8a47a4b53ac826779b74e86,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
01_当前主原始数据/ocean_color/modis_aqua_chla/AQUA_MODIS.20030214.L3m.DAY.CHL.chlor_a.4km.nc,01_当前主原始数据,hdf5,5111808,c12c6039384f9be9d9909ebf8b47ef099a212641251c567a997ee058632f27de,clean_modis_ocean_color,REJECTED,HDF5 文件截断（truncated file）
