date,month,product,variable,band,file_path,crs,resolution_m,width,height,valid_pixel_ratio,cloud_ratio,quality_flag,notes
2026-04-01,2026-04,sentinel2_cdse_monthly,MCI,MCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-04\taihu_s2_l2a_2026-04_MCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5032,0.010308788994848883,Q00,
2026-04-01,2026-04,sentinel2_cdse_monthly,NDCI,NDCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-04\taihu_s2_l2a_2026-04_NDCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5032,0.010308788994848883,Q00,
2026-04-01,2026-04,sentinel2_cdse_monthly,NDWI,NDWI,storage\rasters\sentinel2_monthly_30m_cdse\2026-04\taihu_s2_l2a_2026-04_NDWI_30m.tif,EPSG:32651,30.0,2192,2297,0.5032,0.010308788994848883,Q00,
2026-04-01,2026-04,sentinel2_cdse_monthly,multiband,multiband,storage\rasters\sentinel2_monthly_30m_cdse\2026-04\taihu_s2_l2a_2026-04_multiband_30m.tif,EPSG:32651,30.0,2192,2297,1.0,0.010308788994848883,Q00,
2026-04-01,2026-04,sentinel2_cdse_monthly,scl,scl,storage\rasters\sentinel2_monthly_30m_cdse\2026-04\taihu_s2_l2a_2026-04_SCL_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.010308788994848883,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,B03,B03,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_B03_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,B04,B04,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_B04_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,B05,B05,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_B05_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,B08,B08,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_B08_30m.tif,EPSG:32651,30.0,2192,2297,0.5127,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,B11,B11,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_B11_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,FAI,FAI,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_FAI_30m.tif,EPSG:32651,30.0,2192,2297,0.4452,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,MCI,MCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_MCI_30m.tif,EPSG:32651,30.0,2192,2297,0.4452,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,NDCI,NDCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_NDCI_30m.tif,EPSG:32651,30.0,2192,2297,0.4452,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,NDWI,NDWI,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_NDWI_30m.tif,EPSG:32651,30.0,2192,2297,0.4452,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,multiband,multiband,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_multiband_30m.tif,EPSG:32651,30.0,2192,2297,1.0,0.06728806059315705,Q00,
2026-05-01,2026-05,sentinel2_cdse_monthly,scl,scl,storage\rasters\sentinel2_monthly_30m_cdse\2026-05\taihu_s2_l2a_2026-05_SCL_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.06728806059315705,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,B03,B03,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_B03_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,B04,B04,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_B04_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,B05,B05,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_B05_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,B08,B08,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_B08_30m.tif,EPSG:32651,30.0,2192,2297,0.5137,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,B11,B11,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_B11_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,FAI,FAI,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_FAI_30m.tif,EPSG:32651,30.0,2192,2297,0.3886,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,MCI,MCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_MCI_30m.tif,EPSG:32651,30.0,2192,2297,0.3886,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,NDCI,NDCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_NDCI_30m.tif,EPSG:32651,30.0,2192,2297,0.3886,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,NDWI,NDWI,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_NDWI_30m.tif,EPSG:32651,30.0,2192,2297,0.3886,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,multiband,multiband,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_multiband_30m.tif,EPSG:32651,30.0,2192,2297,1.0,0.1248448865387732,Q00,
2026-06-01,2026-06,sentinel2_cdse_monthly,scl,scl,storage\rasters\sentinel2_monthly_30m_cdse\2026-06\taihu_s2_l2a_2026-06_SCL_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.1248448865387732,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,B03,B03,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_B03_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,B04,B04,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_B04_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,B05,B05,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_B05_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,B08,B08,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_B08_30m.tif,EPSG:32651,30.0,2192,2297,0.5104,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,B11,B11,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_B11_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,FAI,FAI,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_FAI_30m.tif,EPSG:32651,30.0,2192,2297,0.5092,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,MCI,MCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_MCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5092,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,NDCI,NDCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_NDCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5092,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,NDWI,NDWI,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_NDWI_30m.tif,EPSG:32651,30.0,2192,2297,0.5092,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,multiband,multiband,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_multiband_30m.tif,EPSG:32651,30.0,2192,2297,1.0,0.00015908563693042973,Q00,
2026-07-01,2026-07,sentinel2_cdse_monthly,scl,scl,storage\rasters\sentinel2_monthly_30m_cdse\2026-07\taihu_s2_l2a_2026-07_SCL_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.00015908563693042973,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,B03,B03,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_B03_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,B04,B04,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_B04_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,B05,B05,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_B05_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,B08,B08,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_B08_30m.tif,EPSG:32651,30.0,2192,2297,0.5124,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,B11,B11,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_B11_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,FAI,FAI,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_FAI_30m.tif,EPSG:32651,30.0,2192,2297,0.5064,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,MCI,MCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_MCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5064,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,NDCI,NDCI,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_NDCI_30m.tif,EPSG:32651,30.0,2192,2297,0.5064,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,NDWI,NDWI,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_NDWI_30m.tif,EPSG:32651,30.0,2192,2297,0.5064,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,multiband,multiband,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_multiband_30m.tif,EPSG:32651,30.0,2192,2297,1.0,0.0049721709370203595,Q00,
2026-08-01,2026-08,sentinel2_cdse_monthly,scl,scl,storage\rasters\sentinel2_monthly_30m_cdse\2026-08\taihu_s2_l2a_2026-08_SCL_30m.tif,EPSG:32651,30.0,2192,2297,0.514,0.0049721709370203595,Q00,
2022-01-01,2022-01,sentinel2_monthly_20m,B03,B03,storage\rasters\sentinel2_monthly_20m\2022-01\taihu_s2_l2a_2022-01_B03_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2022-01-01,2022-01,sentinel2_monthly_20m,B04,B04,storage\rasters\sentinel2_monthly_20m\2022-01\taihu_s2_l2a_2022-01_B04_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2022-01-01,2022-01,sentinel2_monthly_20m,B05,B05,storage\rasters\sentinel2_monthly_20m\2022-01\taihu_s2_l2a_2022-01_B05_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2026-01-01,2026-01,sentinel2_monthly_20m,B03,B03,storage\rasters\sentinel2_monthly_20m\2026-01\taihu_s2_l2a_2026-01_B03_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2026-01-01,2026-01,sentinel2_monthly_20m,B04,B04,storage\rasters\sentinel2_monthly_20m\2026-01\taihu_s2_l2a_2026-01_B04_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2026-01-01,2026-01,sentinel2_monthly_20m,B05,B05,storage\rasters\sentinel2_monthly_20m\2026-01\taihu_s2_l2a_2026-01_B05_20m.tif,EPSG:32651,20.0,3289,3445,0.514,,Q00,
2026-08-02,2026-08,sentinel2_retrieval_20260802,chlorophyll_a_experimental_ug_l,chlorophyll_a_experimental_ug_l,storage\gold\sentinel2_retrieval_20260802\chlorophyll_a_experimental_ug_l.tif,EPSG:32650,20.0,2205,3908,0.4417,,Q00,Sentinel-2 单景(20260802) 反演实验指数
2026-08-02,2026-08,sentinel2_retrieval_20260802,fai,fai,storage\gold\sentinel2_retrieval_20260802\fai.tif,EPSG:32650,20.0,2205,3908,0.4417,,Q00,Sentinel-2 单景(20260802) 反演实验指数
2026-08-02,2026-08,sentinel2_retrieval_20260802,mci,mci,storage\gold\sentinel2_retrieval_20260802\mci.tif,EPSG:32650,20.0,2205,3908,0.4417,,Q00,Sentinel-2 单景(20260802) 反演实验指数
2026-08-02,2026-08,sentinel2_retrieval_20260802,ndci,ndci,storage\gold\sentinel2_retrieval_20260802\ndci.tif,EPSG:32650,20.0,2205,3908,0.4417,,Q00,Sentinel-2 单景(20260802) 反演实验指数
2026-08-02,2026-08,sentinel2_retrieval_20260802,ndwi,ndwi,storage\gold\sentinel2_retrieval_20260802\ndwi.tif,EPSG:32650,20.0,2205,3908,0.4417,,Q00,Sentinel-2 单景(20260802) 反演实验指数
1984-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1984.tif,EPSG:32651,30.0,1696,2341,0.5223,,Q00,THQBCA-V2 chla 年度产品
1985-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1985.tif,EPSG:32651,30.0,1696,2341,0.5231,,Q00,THQBCA-V2 chla 年度产品
1986-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1986.tif,EPSG:32651,30.0,1696,2341,0.5218,,Q00,THQBCA-V2 chla 年度产品
1986-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1986.tif,EPSG:4326,0.0003,1908,2302,0.558,,Q00,THQBCA-V2 sdd 年度产品
1986-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1986.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1987-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1987.tif,EPSG:32651,30.0,1696,2341,0.5233,,Q00,THQBCA-V2 chla 年度产品
1987-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1987.tif,EPSG:4326,0.0003,1908,2302,0.5581,,Q00,THQBCA-V2 sdd 年度产品
1987-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1987.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1988-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1988.tif,EPSG:32651,30.0,1696,2341,0.5256,,Q00,THQBCA-V2 chla 年度产品
1988-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1988.tif,EPSG:4326,0.0003,1908,2302,0.5581,,Q00,THQBCA-V2 sdd 年度产品
1988-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1988.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1989-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1989.tif,EPSG:32651,30.0,1696,2341,0.526,,Q00,THQBCA-V2 chla 年度产品
1989-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1989.tif,EPSG:4326,0.0003,1908,2302,0.5568,,Q00,THQBCA-V2 sdd 年度产品
1989-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1989.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1990-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1990.tif,EPSG:32651,30.0,1696,2341,0.5253,,Q00,THQBCA-V2 chla 年度产品
1990-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1990.tif,EPSG:4326,0.0003,1908,2302,0.5576,,Q00,THQBCA-V2 sdd 年度产品
1990-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1990.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1991-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1991.tif,EPSG:32651,30.0,1696,2341,0.5272,,Q00,THQBCA-V2 chla 年度产品
1991-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1991.tif,EPSG:4326,0.0003,1908,2302,0.5577,,Q00,THQBCA-V2 sdd 年度产品
1991-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1991.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1992-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1992.tif,EPSG:32651,30.0,1696,2341,0.5269,,Q00,THQBCA-V2 chla 年度产品
1992-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1992.tif,EPSG:4326,0.0003,1908,2302,0.5581,,Q00,THQBCA-V2 sdd 年度产品
1992-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1992.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1993-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1993.tif,EPSG:32651,30.0,1696,2341,0.5256,,Q00,THQBCA-V2 chla 年度产品
1993-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1993.tif,EPSG:4326,0.0003,1908,2302,0.5582,,Q00,THQBCA-V2 sdd 年度产品
1993-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1993.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1994-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1994.tif,EPSG:32651,30.0,1696,2341,0.5279,,Q00,THQBCA-V2 chla 年度产品
1994-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1994.tif,EPSG:4326,0.0003,1908,2302,0.5576,,Q00,THQBCA-V2 sdd 年度产品
1994-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1994.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1995-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1995.tif,EPSG:32651,30.0,1696,2341,0.5262,,Q00,THQBCA-V2 chla 年度产品
1995-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1995.tif,EPSG:4326,0.0003,1908,2302,0.5575,,Q00,THQBCA-V2 sdd 年度产品
1995-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1995.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1996-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1996.tif,EPSG:32651,30.0,1696,2341,0.5259,,Q00,THQBCA-V2 chla 年度产品
1996-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1996.tif,EPSG:4326,0.0003,1908,2302,0.5576,,Q00,THQBCA-V2 sdd 年度产品
1996-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1996.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1997-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1997.tif,EPSG:32651,30.0,1696,2341,0.5269,,Q00,THQBCA-V2 chla 年度产品
1997-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1997.tif,EPSG:4326,0.0003,1908,2302,0.5582,,Q00,THQBCA-V2 sdd 年度产品
1997-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1997.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1998-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1998.tif,EPSG:32651,30.0,1696,2341,0.5263,,Q00,THQBCA-V2 chla 年度产品
1998-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1998.tif,EPSG:4326,0.0003,1908,2302,0.5578,,Q00,THQBCA-V2 sdd 年度产品
1998-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1998.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
1999-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_1999.tif,EPSG:32651,30.0,1696,2341,0.5271,,Q00,THQBCA-V2 chla 年度产品
1999-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_1999.tif,EPSG:4326,0.0003,1908,2302,0.557,,Q00,THQBCA-V2 sdd 年度产品
1999-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_1999.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2000-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2000-08-08.tif,EPSG:4326,0.0003,2780,2305,0.9955,,Q00,THQBCA-V2 vege 年度产品
2000-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2000.tif,EPSG:32651,30.0,1696,2341,0.5264,,Q00,THQBCA-V2 chla 年度产品
2000-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2000.tif,EPSG:4326,0.0003,1908,2302,0.5577,,Q00,THQBCA-V2 sdd 年度产品
2000-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2000.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2001-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2001-09-28.tif,EPSG:4326,0.0003,2780,2305,0.9946,,Q00,THQBCA-V2 vege 年度产品
2001-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2001.tif,EPSG:32651,30.0,1696,2341,0.5268,,Q00,THQBCA-V2 chla 年度产品
2001-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2001.tif,EPSG:4326,0.0003,1908,2302,0.5582,,Q00,THQBCA-V2 sdd 年度产品
2001-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2001.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
