date,month,product,variable,band,file_path,crs,resolution_m,width,height,valid_pixel_ratio,cloud_ratio,quality_flag,notes
2002-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2002-07-13.tif,EPSG:4326,0.0003,2780,2305,0.9849,,Q00,THQBCA-V2 vege 年度产品
2002-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2002.tif,EPSG:32651,30.0,1696,2341,0.5291,,Q00,THQBCA-V2 chla 年度产品
2002-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2002.tif,EPSG:4326,0.0003,1908,2302,0.5582,,Q00,THQBCA-V2 sdd 年度产品
2002-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2002.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2003-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2003-07-24.tif,EPSG:4326,0.0003,2780,2305,0.9975,,Q00,THQBCA-V2 vege 年度产品
2003-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2003.tif,EPSG:32651,30.0,1696,2341,0.5267,,Q00,THQBCA-V2 chla 年度产品
2003-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2003.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2003-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2003.tif,EPSG:4326,0.0003,1908,2302,0.5577,,Q00,THQBCA-V2 sdd 年度产品
2003-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2003.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2004-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2004-10-14.tif,EPSG:4326,0.0003,2780,2305,0.9842,,Q00,THQBCA-V2 vege 年度产品
2004-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2004.tif,EPSG:32651,30.0,1696,2341,0.5265,,Q00,THQBCA-V2 chla 年度产品
2004-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2004.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2004-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2004.tif,EPSG:4326,0.0003,1908,2302,0.5574,,Q00,THQBCA-V2 sdd 年度产品
2004-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2004.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2005-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2005-10-17.tif,EPSG:4326,0.0003,2780,2305,0.9161,,Q00,THQBCA-V2 vege 年度产品
2005-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2005.tif,EPSG:32651,30.0,1696,2341,0.524,,Q00,THQBCA-V2 chla 年度产品
2005-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2005.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2005-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2005.tif,EPSG:4326,0.0003,1908,2302,0.5574,,Q00,THQBCA-V2 sdd 年度产品
2005-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2005.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2006-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2006-09-18.tif,EPSG:4326,0.0003,2780,2305,0.991,,Q00,THQBCA-V2 vege 年度产品
2006-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2006.tif,EPSG:32651,30.0,1696,2341,0.5248,,Q00,THQBCA-V2 chla 年度产品
2006-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2006.tif,EPSG:4326,0.0022,231,278,0.5151,,Q00,THQBCA-V2 fac 年度产品
2006-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2006.tif,EPSG:4326,0.0003,1908,2302,0.5548,,Q00,THQBCA-V2 sdd 年度产品
2006-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2006.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2007-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2007-03-28.tif,EPSG:4326,0.0003,2780,2305,0.9984,,Q00,THQBCA-V2 vege 年度产品
2007-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2007.tif,EPSG:32651,30.0,1696,2341,0.524,,Q00,THQBCA-V2 chla 年度产品
2007-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2007.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2007-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2007.tif,EPSG:4326,0.0003,1908,2302,0.5559,,Q00,THQBCA-V2 sdd 年度产品
2007-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2007.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2008-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2008-10-09.tif,EPSG:4326,0.0003,2780,2305,0.9892,,Q00,THQBCA-V2 vege 年度产品
2008-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2008.tif,EPSG:32651,30.0,1696,2341,0.5263,,Q00,THQBCA-V2 chla 年度产品
2008-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2008.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2008-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2008.tif,EPSG:4326,0.0003,1908,2302,0.5571,,Q00,THQBCA-V2 sdd 年度产品
2009-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2009-08-25.tif,EPSG:4326,0.0003,2780,2305,0.9756,,Q00,THQBCA-V2 vege 年度产品
2009-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2009.tif,EPSG:32651,30.0,1696,2341,0.5279,,Q00,THQBCA-V2 chla 年度产品
2009-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2009.tif,EPSG:4326,0.0022,231,278,0.5151,,Q00,THQBCA-V2 fac 年度产品
2009-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2009.tif,EPSG:4326,0.0003,1908,2302,0.5458,,Q00,THQBCA-V2 sdd 年度产品
2009-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2009.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2010-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2010-08-12.tif,EPSG:4326,0.0003,2780,2305,0.9564,,Q00,THQBCA-V2 vege 年度产品
2010-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2010.tif,EPSG:32651,30.0,1696,2341,0.5262,,Q00,THQBCA-V2 chla 年度产品
2010-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2010.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2010-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2010.tif,EPSG:4326,0.0009,594,717,0.5562,,Q00,THQBCA-V2 sdd 年度产品
2010-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2010.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2011-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2011-09-16.tif,EPSG:4326,0.0003,2780,2305,0.9079,,Q00,THQBCA-V2 vege 年度产品
2011-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2011.tif,EPSG:32651,30.0,1696,2341,0.5265,,Q00,THQBCA-V2 chla 年度产品
2011-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2011.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2011-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2011.tif,EPSG:4326,0.0003,1908,2302,0.5572,,Q00,THQBCA-V2 sdd 年度产品
2011-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2011.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2012-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2012-10-12.tif,EPSG:4326,0.0003,2780,2305,0.9912,,Q00,THQBCA-V2 vege 年度产品
2012-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2012.tif,EPSG:32651,30.0,1696,2341,0.5253,,Q00,THQBCA-V2 chla 年度产品
2012-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2012.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2012-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2012.tif,EPSG:4326,0.0003,1908,2302,0.5575,,Q00,THQBCA-V2 sdd 年度产品
2012-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2012.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2013-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2013-10-23.tif,EPSG:4326,0.0003,2780,2305,0.9876,,Q00,THQBCA-V2 vege 年度产品
2013-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2013.tif,EPSG:32651,30.0,1696,2341,0.5261,,Q00,THQBCA-V2 chla 年度产品
2013-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2013.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2013-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2013.tif,EPSG:4326,0.0003,1908,2302,0.5559,,Q00,THQBCA-V2 sdd 年度产品
2013-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2013.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2014-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2014-07-22.tif,EPSG:4326,0.0003,2780,2305,0.9837,,Q00,THQBCA-V2 vege 年度产品
2014-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2014.tif,EPSG:32651,30.0,1696,2341,0.5252,,Q00,THQBCA-V2 chla 年度产品
2014-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2014.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2014-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2014.tif,EPSG:4326,0.0003,1908,2302,0.5569,,Q00,THQBCA-V2 sdd 年度产品
2014-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2014.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2015-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2015-09-26.tif,EPSG:4326,0.0003,2780,2305,0.9814,,Q00,THQBCA-V2 vege 年度产品
2015-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2015.tif,EPSG:32651,30.0,1696,2341,0.5256,,Q00,THQBCA-V2 chla 年度产品
2015-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2015.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2015-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2015.tif,EPSG:4326,0.0003,1908,2302,0.5528,,Q00,THQBCA-V2 sdd 年度产品
2015-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2015.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2016-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2016-08-28.tif,EPSG:4326,0.0003,2780,2305,0.9926,,Q00,THQBCA-V2 vege 年度产品
2016-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2016.tif,EPSG:32651,30.0,1696,2341,0.5262,,Q00,THQBCA-V2 chla 年度产品
2016-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2016.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2016-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2016.tif,EPSG:4326,0.0003,1908,2302,0.5575,,Q00,THQBCA-V2 sdd 年度产品
2016-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2016.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2017-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2017-09-17.tif,EPSG:4326,0.0003,2780,2305,0.9865,,Q00,THQBCA-V2 vege 年度产品
2017-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2017.tif,EPSG:32651,30.0,1696,2341,0.5256,,Q00,THQBCA-V2 chla 年度产品
2017-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2017.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2017-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2017.tif,EPSG:4326,0.0003,1908,2302,0.5569,,Q00,THQBCA-V2 sdd 年度产品
2017-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2017.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2018-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2018-11-22.tif,EPSG:4326,0.0003,2780,2305,0.9886,,Q00,THQBCA-V2 vege 年度产品
2018-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2018.tif,EPSG:32651,30.0,1696,2341,0.5263,,Q00,THQBCA-V2 chla 年度产品
2018-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2018.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2018-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2018.tif,EPSG:4326,0.0003,1908,2302,0.557,,Q00,THQBCA-V2 sdd 年度产品
2018-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2018.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2019-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2019-08-21.tif,EPSG:4326,0.0003,2780,2305,0.9457,,Q00,THQBCA-V2 vege 年度产品
2019-01-01,,thqbca_v2_biooptics,chla_retrieval_annual,chla_retrieval_annual,storage\THQBCA-V2\2.Bio-optics\2.4Chla\TH_Chla_2019.tif,EPSG:32651,30.0,1696,2341,0.5266,,Q00,THQBCA-V2 chla 年度产品
2019-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2019.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2019-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2019.tif,EPSG:4326,0.0003,1908,2302,0.5565,,Q00,THQBCA-V2 sdd 年度产品
2019-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2019.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2020-01-01,,thqbca_v2_biooptics,aquatic_vegetation_class,aquatic_vegetation_class,storage\THQBCA-V2\2.Bio-optics\2.1AquaticVegetation\TH_vege_2020-09-08.tif,EPSG:4326,0.0003,2780,2305,0.9588,,Q00,THQBCA-V2 vege 年度产品
2020-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2020.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2020-01-01,,thqbca_v2_biooptics,sdd_annual,sdd_annual,storage\THQBCA-V2\2.Bio-optics\2.3SDD\TH_SDD_2020.tif,EPSG:4326,0.0003,1908,2302,0.5561,,Q00,THQBCA-V2 sdd 年度产品
2020-01-01,,thqbca_v2_biooptics,tsi_annual,tsi_annual,storage\THQBCA-V2\2.Bio-optics\2.5TSI\TH_TSI_2020.tif,EPSG:4326,0.0003,1907,2302,0.5625,,Q00,THQBCA-V2 tsi 年度产品
2021-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2021.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
2022-01-01,,thqbca_v2_biooptics,fac,fac,storage\THQBCA-V2\2.Bio-optics\2.2FAC\TH_FAC_2022.tif,EPSG:4326,0.0022,231,278,0.5152,,Q00,THQBCA-V2 fac 年度产品
