source_id,source_file,source_row,scene_id,acquisition_at,longitude,latitude,cloud_cover,asset_names,product_href
copernicus_sentinel2_stac,storage\raw\copernicus_sentinel2_stac\20260818T091134Z.json,1,S2B_MSIL2A_20250601T023529_N0511_R089_T51RTQ_20250601T043959,2025-06-01T02:35:29.024000+00:00,120.42673469742101,31.113475254223605,100.0,"[""AOT_10m"", ""AOT_20m"", ""AOT_60m"", ""B01_20m"", ""B01_60m"", ""B02_10m"", ""B02_20m"", ""B02_60m"", ""B03_10m"", ""B03_20m"", ""B03_60m"", ""B04_10m"", ""B04_20m"", ""B04_60m"", ""B05_20m"", ""B05_60m"", ""B06_20m"", ""B06_60m"", ""B07_20m"", ""B07_60m"", ""B08_10m"", ""B09_60m"", ""B11_20m"", ""B11_60m"", ""B12_20m"", ""B12_60m"", ""B8A_20m"", ""B8A_60m"", ""Product"", ""SCL_20m"", ""SCL_60m"", ""TCI_10m"", ""TCI_20m"", ""TCI_60m"", ""WVP_10m"", ""WVP_20m"", ""WVP_60m"", ""datastrip_metadata"", ""granule_metadata"", ""inspire_metadata"", ""product_metadata"", ""safe_manifest"", ""thumbnail""]",https://download.dataspace.copernicus.eu/odata/v1/Products(944b87c5-de66-4b16-b608-31b78849a11f)/$value
copernicus_sentinel2_stac,storage\raw\copernicus_sentinel2_stac\20260818T091134Z.json,2,S2B_MSIL2A_20250601T023529_N0511_R089_T50RQV_20250601T043959,2025-06-01T02:35:29.024000+00:00,119.67530373259297,31.111407382517555,100.0,"[""AOT_10m"", ""AOT_20m"", ""AOT_60m"", ""B01_20m"", ""B01_60m"", ""B02_10m"", ""B02_20m"", ""B02_60m"", ""B03_10m"", ""B03_20m"", ""B03_60m"", ""B04_10m"", ""B04_20m"", ""B04_60m"", ""B05_20m"", ""B05_60m"", ""B06_20m"", ""B06_60m"", ""B07_20m"", ""B07_60m"", ""B08_10m"", ""B09_60m"", ""B11_20m"", ""B11_60m"", ""B12_20m"", ""B12_60m"", ""B8A_20m"", ""B8A_60m"", ""Product"", ""SCL_20m"", ""SCL_60m"", ""TCI_10m"", ""TCI_20m"", ""TCI_60m"", ""WVP_10m"", ""WVP_20m"", ""WVP_60m"", ""datastrip_metadata"", ""granule_metadata"", ""inspire_metadata"", ""product_metadata"", ""safe_manifest"", ""thumbnail""]",https://download.dataspace.copernicus.eu/odata/v1/Products(6b6e8d47-3067-4293-97fd-9bf932c26517)/$value
