row_id,station_id,month,target_month,actual_provenance,prediction,actual,residual,dataset_split_frozen,fold_id,fold_role,source,in_fit_months,fit_month_max,predict_month_min,predictor_row_id_span,model_sha256,run_id,protocol
302,TAIHU_CT,2011-05,2011-08,ground_truth,7.138032032836649,3.769099999999999,-3.36893203283665,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
303,TAIHU_ET,2011-05,2011-08,ground_truth,7.138032032836649,3.5306,-3.6074320328366487,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
304,TAIHU_GH,2011-05,2011-08,ground_truth,7.138032032836649,3.4341200000000005,-3.7039120328366484,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
305,TAIHU_ML,2011-05,2011-08,ground_truth,7.138032032836649,26.60768571428571,19.469653681449063,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
306,TAIHU_ST,2011-05,2011-08,ground_truth,7.138032032836649,1.30728,-5.830752032836649,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
307,TAIHU_WHOLE,2011-05,2011-08,ground_truth,7.138032032836649,6.904229464285713,-0.23380256855093595,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
308,TAIHU_WT,2011-05,2011-08,ground_truth,7.138032032836649,6.04752,-1.0905120328366493,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
309,TAIHU_XK,2011-05,2011-08,ground_truth,7.138032032836649,0.6813599999999999,-6.456672032836649,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
310,TAIHU_ZS,2011-05,2011-08,ground_truth,7.138032032836649,9.85617,2.7181379671633517,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
314,TAIHU_CT,2011-08,2011-11,ground_truth,4.278749955099206,2.57636,-1.702389955099206,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
315,TAIHU_ET,2011-08,2011-11,ground_truth,4.278749955099206,4.701200000000001,0.42245004490079463,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
316,TAIHU_GH,2011-08,2011-11,ground_truth,4.278749955099206,1.7401800000000005,-2.538569955099206,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
317,TAIHU_ML,2011-08,2011-11,ground_truth,4.278749955099206,2.639271428571429,-1.6394785265277774,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
318,TAIHU_ST,2011-08,2011-11,ground_truth,4.278749955099206,0.6398,-3.638949955099206,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
319,TAIHU_WHOLE,2011-08,2011-11,ground_truth,4.278749955099206,2.2693826785714286,-2.0093672765277777,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
320,TAIHU_WT,2011-08,2011-11,ground_truth,4.278749955099206,4.60275,0.32400004490079404,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
321,TAIHU_XK,2011-08,2011-11,ground_truth,4.278749955099206,0.369,-3.9097499550992065,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
322,TAIHU_ZS,2011-08,2011-11,ground_truth,4.278749955099206,0.8865,-3.3922499550992065,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
326,TAIHU_CT,2011-11,2012-02,ground_truth,3.667028110355445,8.155233333333333,4.488205222977888,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
327,TAIHU_ET,2011-11,2012-02,ground_truth,3.667028110355445,3.752233333333333,0.0852052229778879,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,b782e71a2ff8c4d4d711d6ba7bc34ea25ff430b9507b5e17b984848dd0de0d05,T4-biomass-3m-s20260907-cv,train_internal_time_block_cv_v1
