task_id,variant,horizon_days,month_offset,artifact_id,manifest_file,manifest_sha256,sha256_disk,sha256_match,manifest_run_id,run_config_run_id,bundle_run_id,protocol,run_config_protocol,bundle_split_protocol,selected_family_manifest,selected_family_run_selection,selected_family_bundle,validation_value_run,validation_value_bundle,test_n_manifest,test_n_eval_manifest,test_n_uncertainty,test_primary_metric,test_primary_metric_eval_manifest,empirical_coverage_recorded,bundle_empirical_coverage,bundle_calibration_n,uncertainty_calibration_n,bundle_residual_p05,bundle_residual_p95,label_provenance,label_provenance_breakdown,split_block_bounds,split_counts_internal,split_key,feature_contract_mode,data_version,data_sha256,test_metrics_by_family_keys
T5,chla,1,0,T5:chla:train_internal_time_block_cv_v1:off0:h1:s20260907,models/T5-chla-0m-s20260907-1d.joblib,8a419842f8ac4683140c1e49d9d894af1a478a70eb9fee675ee2d64e3ea6a62e,8a419842f8ac4683140c1e49d9d894af1a478a70eb9fee675ee2d64e3ea6a62e,True,T5-chla-0m-s20260907-cv,T5-chla-0m-s20260907-cv,T5-chla-0m-s20260907-cv,train_internal_time_block_cv_v1,train_internal_time_block_cv_v1,train_internal_time_block_cv_v1,mechanism_feature,mechanism_feature,mechanism_feature,2.531357099464602,2.531357099464602,132,132,132,3.0946632188041137,3.0946632188041137,0.803030303030303,0.803030303030303,234,234,-5.576590119861105,4.405360984880952,mixed(chla_station_proxy_v1|ground_truth),"{""chla_station_proxy_v1"": 576, ""ground_truth"": 42}","{""test_min_month"": ""2018-08"", ""train_max_month"": ""2014-11"", ""validation_max_month"": ""2018-05""}","{""cv_test"": 132, ""cv_validation"": 126, ""train"": 360}",month,frozen,TAIHU_CLEAN_FINAL_V1_20260831/model_dataset.parquet,585397fa037f963c0479d71b786640c3e24702d8f2df9409483d9d6ed49880f0,climatology_global|constrained_blend|mechanism|mechanism_feature|random_forest|residual|simple_baseline|xgboost
T5,chla,90,3,T5:chla:train_internal_time_block_cv_v1:off3:h90:s20260907,models/T5-chla-3m-s20260907-90d.joblib,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,True,T5-chla-3m-s20260907-cv,T5-chla-3m-s20260907-cv,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1,train_internal_time_block_cv_v1,train_internal_time_block_cv_v1,random_forest,random_forest,random_forest,2.939673533811097,2.939673533811097,117,117,117,3.0756071138512726,3.0756071138512726,0.8547008547008547,0.8547008547008547,225,225,-3.95219869722222,7.214580163795102,chla_station_proxy_v1,"{""chla_station_proxy_v1"": 567}","{""test_min_month"": ""2017-11"", ""train_max_month"": ""2014-05"", ""validation_max_month"": ""2017-08""}","{""cv_test"": 117, ""cv_validation"": 117, ""train"": 333}",target_month,frozen,TAIHU_CLEAN_FINAL_V1_20260831/model_dataset.parquet,585397fa037f963c0479d71b786640c3e24702d8f2df9409483d9d6ed49880f0,climatology_global|constrained_blend|mechanism|mechanism_feature|persistence|random_forest|residual|simple_baseline|xgboost
