row_id,station_id,month,target_month,actual_provenance,prediction,actual,residual,dataset_split_frozen,fold_id,fold_role,source,in_fit_months,fit_month_max,predict_month_min,predictor_row_id_span,model_sha256,run_id,protocol
302,TAIHU_CT,2011-05,2011-08,chla_station_proxy_v1,6.054179720833335,6.684,0.6298202791666654,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
303,TAIHU_ET,2011-05,2011-08,chla_station_proxy_v1,3.601578960119046,4.0141,0.412521039880954,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
304,TAIHU_GH,2011-05,2011-08,chla_station_proxy_v1,7.6842727533730155,5.0503,-2.6339727533730155,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
305,TAIHU_ML,2011-05,2011-08,chla_station_proxy_v1,6.76868037142857,22.017,15.24831962857143,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
306,TAIHU_ST,2011-05,2011-08,chla_station_proxy_v1,7.2390041383658,5.7788,-1.4602041383657998,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
307,TAIHU_WHOLE,2011-05,2011-08,chla_station_proxy_v1,8.403114466738813,15.5994,7.196285533261186,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
308,TAIHU_WT,2011-05,2011-08,chla_station_proxy_v1,8.979644455952384,20.946,11.966355544047618,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
309,TAIHU_XK,2011-05,2011-08,chla_station_proxy_v1,3.228047851190475,2.3111,-0.916947851190475,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
310,TAIHU_ZS,2011-05,2011-08,chla_station_proxy_v1,12.554301366071426,32.1187,19.56439863392857,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
314,TAIHU_CT,2011-08,2011-11,chla_station_proxy_v1,6.563502432738093,4.8612,-1.702302432738093,train,train_expanding_2fold_late,late_holdout_of_early_fit,oof,False,2011-02,2011-05,225,4d1df9af54da1be67e701585b6eff085785c64a26b61d604be101a999def8d35,T5-chla-3m-s20260907-cv,train_internal_time_block_cv_v1
