grid_id,experimental_zone_id,centroid_x_m,centroid_y_m,water_area_m2
TH_G_216_3431,EXP_ZONE_03,216499.9999999996,3431499.9999999995,1000000.0000002037
TH_G_216_3432,EXP_ZONE_03,216499.99999999985,3432499.9999999995,1000000.0000004948
TH_G_216_3433,EXP_ZONE_03,216499.99999999968,3433499.9999999995,999999.9999998545
TH_G_216_3434,EXP_ZONE_03,216500.00000000012,3434499.999999999,1000000.0000009313
TH_G_216_3435,EXP_ZONE_03,216500.00000000023,3435499.999999998,1000000.0000009313
TH_G_216_3436,EXP_ZONE_03,216500.0000000004,3436499.9999999986,1000000.0000009313
TH_G_216_3437,EXP_ZONE_03,216500.0000000004,3437500.0,999999.9999991851
TH_G_216_3438,EXP_ZONE_03,216499.99999999956,3438499.9999999995,999999.9999991269
TH_G_216_3439,EXP_ZONE_03,216500.00000000003,3439499.9999999995,999999.9999985157
TH_G_216_3440,EXP_ZONE_03,216500.00000000023,3440500.0,999999.9999996799
TH_G_216_3441,EXP_ZONE_03,216500.00000000003,3441500.0,1000000.0000001746
TH_G_216_3442,EXP_ZONE_03,216499.99999999968,3442499.9999999995,1000000.0000003201
TH_G_216_3443,EXP_ZONE_03,216499.99999999977,3443499.9999999995,1000000.0000016298
TH_G_216_3444,EXP_ZONE_04,216499.9999999995,3444500.0,1000000.0000001746
TH_G_216_3445,EXP_ZONE_04,216499.99999999985,3445500.0,1000000.000000844
TH_G_216_3446,EXP_ZONE_04,216500.00000000044,3446500.0,999999.9999999127
TH_G_216_3447,EXP_ZONE_04,216500.0000000003,3447500.0,1000000.0000002328
TH_G_216_3448,EXP_ZONE_04,216500.00000000017,3448500.0000000005,999999.9999995052
TH_G_216_3449,EXP_ZONE_04,216500.0,3449500.0000000005,1000000.0000025029
TH_G_216_3450,EXP_ZONE_04,216500.00000000035,3450500.0000000005,1000000.0000006694
TH_G_216_3451,EXP_ZONE_04,216499.99999999988,3451499.999999999,1000000.0000003201
TH_G_216_3452,EXP_ZONE_04,216499.99999999913,3452499.9999999995,1000000.0000007276
TH_G_216_3453,EXP_ZONE_04,216499.9999999995,3453500.0,999999.9999997672
TH_G_216_3454,EXP_ZONE_04,216500.0000000001,3454499.9999999986,999999.9999978463
TH_G_216_3455,EXP_ZONE_04,216500.00000000032,3455499.999999999,1000000.0000011642
TH_G_216_3456,EXP_ZONE_04,216500.0000000002,3456500.0,1000000.0000003492
TH_G_216_3457,EXP_ZONE_04,216500.0,3457500.0,999999.9999982247
TH_G_216_3458,EXP_ZONE_04,216499.99999999968,3458499.9999999995,999999.9999995925
TH_G_216_3459,EXP_ZONE_04,216499.99999999968,3459500.0,1000000.0000002619
TH_G_216_3460,EXP_ZONE_04,216500.00000000006,3460500.0000000005,999999.9999998836
TH_G_216_3461,EXP_ZONE_04,216499.99999999985,3461500.0,1000000.0000006694
TH_G_216_3462,EXP_ZONE_04,216499.99999999948,3462500.0000000005,999999.9999993015
TH_G_216_3463,EXP_ZONE_04,216499.9999999996,3463500.0,999999.9999985157
TH_G_217_3424,EXP_ZONE_03,217499.99999999997,3424499.9999999995,999999.9999978754
TH_G_217_3425,EXP_ZONE_03,217500.0000000002,3425499.999999999,1000000.0000023574
TH_G_217_3426,EXP_ZONE_03,217499.99999999968,3426500.0000000005,1000000.0000012806
TH_G_217_3427,EXP_ZONE_03,217500.00000000032,3427499.999999999,999999.999998894
TH_G_217_3428,EXP_ZONE_03,217500.00000000006,3428499.9999999995,1000000.0000009604
TH_G_217_3429,EXP_ZONE_03,217499.99999999936,3429499.9999999995,999999.9999995634
TH_G_217_3430,EXP_ZONE_03,217499.99999999965,3430500.0,999999.9999992724
TH_G_217_3431,EXP_ZONE_03,217499.9999999997,3431499.999999999,1000000.0000000873
TH_G_217_3432,EXP_ZONE_03,217499.99999999994,3432500.0000000005,999999.9999993306
TH_G_217_3433,EXP_ZONE_03,217499.9999999995,3433499.9999999986,999999.9999987485
TH_G_217_3434,EXP_ZONE_03,217500.00000000006,3434499.9999999986,1000000.0000001455
TH_G_217_3435,EXP_ZONE_03,217500.00000000032,3435499.9999999995,999999.9999987194
TH_G_217_3436,EXP_ZONE_03,217499.99999999997,3436500.0,999999.9999989232
TH_G_217_3437,EXP_ZONE_03,217499.9999999999,3437500.0000000005,1000000.0000009313
TH_G_217_3438,EXP_ZONE_03,217500.00000000006,3438500.0,1000000.0000015716
TH_G_217_3439,EXP_ZONE_03,217500.00000000026,3439500.0,1000000.0000021828
TH_G_217_3440,EXP_ZONE_03,217500.0000000001,3440500.0000000005,999999.9999997381
TH_G_217_3441,EXP_ZONE_03,217499.9999999997,3441500.0000000005,999999.9999989523
TH_G_217_3442,EXP_ZONE_03,217500.0000000001,3442500.0,999999.9999998836
TH_G_217_3443,EXP_ZONE_03,217500.00000000015,3443500.0,1000000.0000000873
TH_G_217_3444,EXP_ZONE_04,217499.99999999988,3444500.0,1000000.0000004657
TH_G_217_3445,EXP_ZONE_04,217500.0000000003,3445500.0,1000000.0000010477
TH_G_217_3446,EXP_ZONE_04,217500.00000000026,3446499.9999999995,999999.9999986612
TH_G_217_3447,EXP_ZONE_04,217500.00000000015,3447499.9999999995,999999.9999996217
TH_G_217_3448,EXP_ZONE_04,217500.00000000032,3448499.9999999995,999999.9999995925
TH_G_217_3449,EXP_ZONE_04,217500.00000000044,3449499.9999999995,1000000.0000004657
TH_G_217_3450,EXP_ZONE_04,217500.00000000081,3450500.0,999999.999998865
TH_G_217_3451,EXP_ZONE_04,217500.0000000004,3451500.0,999999.9999998545
TH_G_217_3452,EXP_ZONE_04,217499.9999999999,3452499.9999999995,1000000.0000024447
TH_G_217_3453,EXP_ZONE_04,217500.00000000017,3453499.9999999995,1000000.0000015425
TH_G_217_3454,EXP_ZONE_04,217499.99999999985,3454500.0,999999.9999995925
TH_G_217_3455,EXP_ZONE_04,217499.99999999953,3455499.9999999995,999999.9999994761
TH_G_217_3456,EXP_ZONE_04,217499.99999999994,3456500.0,999999.9999986903
TH_G_217_3457,EXP_ZONE_04,217499.99999999965,3457499.9999999995,999999.9999996799
TH_G_217_3458,EXP_ZONE_04,217499.99999999953,3458500.0000000005,1000000.000001397
TH_G_217_3459,EXP_ZONE_04,217500.0,3459500.0000000005,1000000.0000021537
TH_G_217_3460,EXP_ZONE_04,217500.00000000035,3460500.0000000005,999999.9999984866
TH_G_217_3461,EXP_ZONE_04,217500.0000000004,3461500.000000001,1000000.0000012224
TH_G_217_3462,EXP_ZONE_04,217499.99999999974,3462500.0,1000000.0000009604
TH_G_217_3463,EXP_ZONE_04,217499.99999999985,3463500.0000000005,1000000.0000012224
TH_G_218_3424,EXP_ZONE_03,218499.99999999985,3424499.9999999986,1000000.0000007567
TH_G_218_3425,EXP_ZONE_03,218500.00000000012,3425499.9999999995,1000000.0000005821
TH_G_218_3426,EXP_ZONE_03,218499.99999999977,3426500.0,999999.9999984284
TH_G_218_3427,EXP_ZONE_03,218499.9999999999,3427500.0,999999.999998894
TH_G_218_3428,EXP_ZONE_03,218500.0000000001,3428499.9999999995,1000000.0000006985
TH_G_218_3429,EXP_ZONE_03,218499.99999999948,3429499.9999999995,1000000.0000006985
TH_G_218_3430,EXP_ZONE_03,218499.99999999953,3430499.999999999,999999.9999989523
TH_G_218_3431,EXP_ZONE_03,218499.99999999977,3431499.9999999995,1000000.0000003201
TH_G_218_3432,EXP_ZONE_03,218500.00000000006,3432499.9999999995,1000000.0000016589
TH_G_218_3433,EXP_ZONE_03,218500.00000000003,3433500.0,999999.9999999709
TH_G_218_3434,EXP_ZONE_03,218500.00000000012,3434499.999999999,1000000.0000016007
TH_G_218_3435,EXP_ZONE_03,218499.99999999985,3435500.0,1000000.0000009604
TH_G_218_3436,EXP_ZONE_03,218499.99999999936,3436499.9999999995,999999.9999993597
TH_G_218_3437,EXP_ZONE_03,218500.0000000001,3437499.999999999,999999.9999998254
TH_G_218_3438,EXP_ZONE_03,218500.00000000073,3438500.0,1000000.0
TH_G_218_3439,EXP_ZONE_03,218500.0000000009,3439499.999999999,1000000.0000000873
TH_G_218_3440,EXP_ZONE_03,218500.0000000006,3440500.0000000005,1000000.0000006985
TH_G_218_3441,EXP_ZONE_03,218499.99999999985,3441500.0000000005,1000000.0000012224
TH_G_218_3442,EXP_ZONE_03,218499.99999999988,3442500.0,1000000.0000000873
TH_G_218_3443,EXP_ZONE_03,218500.0000000003,3443500.000000001,1000000.0000005239
TH_G_218_3444,EXP_ZONE_04,218500.00000000026,3444500.0,999999.9999995634
TH_G_218_3445,EXP_ZONE_04,218499.9999999999,3445500.0000000005,999999.999998603
TH_G_218_3446,EXP_ZONE_04,218499.99999999985,3446500.0,1000000.0000004366
TH_G_218_3447,EXP_ZONE_04,218500.00000000038,3447500.0,1000000.0000005239
TH_G_218_3448,EXP_ZONE_04,218500.00000000064,3448500.0000000005,999999.9999995052
TH_G_218_3449,EXP_ZONE_04,218500.0000000005,3449499.9999999995,1000000.0000009604
TH_G_218_3450,EXP_ZONE_04,218500.00000000044,3450500.0000000005,1000000.0000003783
TH_G_218_3451,EXP_ZONE_04,218500.00000000032,3451500.0,999999.9999988358
TH_G_218_3452,EXP_ZONE_04,218500.00000000084,3452499.9999999986,1000000.0000003201
TH_G_218_3453,EXP_ZONE_04,218500.00000000073,3453499.9999999995,999999.9999997672
TH_G_218_3454,EXP_ZONE_04,218499.99999999983,3454500.0,999999.999999447
TH_G_218_3455,EXP_ZONE_04,218499.9999999994,3455500.0000000005,1000000.0000015716
TH_G_218_3456,EXP_ZONE_04,218499.9999999998,3456500.0,1000000.0000002328
TH_G_218_3457,EXP_ZONE_04,218499.99999999994,3457500.0000000005,1000000.0000003783
TH_G_218_3458,EXP_ZONE_04,218500.00000000038,3458500.0,1000000.0000013097
TH_G_218_3459,EXP_ZONE_04,218500.0000000002,3459500.0000000005,1000000.0000001455
TH_G_218_3460,EXP_ZONE_04,218500.00000000023,3460500.000000001,999999.9999987776
TH_G_218_3461,EXP_ZONE_04,218500.00000000064,3461500.0,1000000.0000001455
TH_G_218_3462,EXP_ZONE_04,218500.0000000007,3462500.0000000005,1000000.000001106
TH_G_218_3463,EXP_ZONE_04,218500.00000000017,3463500.0,999999.9999993306
TH_G_219_3424,EXP_ZONE_03,219499.99999999983,3424500.0,999999.9999993597
TH_G_219_3425,EXP_ZONE_03,219499.99999999962,3425499.9999999995,1000000.0000002037
TH_G_219_3426,EXP_ZONE_03,219499.99999999919,3426500.0,1000000.0
TH_G_219_3427,EXP_ZONE_03,219499.99999999936,3427499.9999999995,999999.9999987776
TH_G_219_3428,EXP_ZONE_03,219500.00000000006,3428499.999999999,1000000.0000002037
TH_G_219_3429,EXP_ZONE_03,219499.99999999968,3429500.0000000005,999999.9999988358
TH_G_219_3430,EXP_ZONE_03,219499.9999999996,3430499.9999999986,1000000.0000000873
TH_G_219_3431,EXP_ZONE_03,219500.00000000026,3431499.9999999995,1000000.0000021828
TH_G_219_3432,EXP_ZONE_03,219500.0000000002,3432500.0000000005,999999.9999999127
TH_G_219_3433,EXP_ZONE_03,219500.0000000002,3433500.0,999999.9999983993
TH_G_219_3434,EXP_ZONE_03,219500.00000000026,3434499.999999999,999999.9999989232
TH_G_219_3435,EXP_ZONE_03,219500.00000000003,3435500.0000000005,1000000.0000003201
TH_G_219_3436,EXP_ZONE_03,219499.9999999999,3436500.0,1000000.0000004366
TH_G_219_3437,EXP_ZONE_03,219500.0000000003,3437499.9999999995,1000000.000000844
TH_G_219_3438,EXP_ZONE_03,219500.00000000023,3438499.999999999,999999.9999984284
TH_G_219_3439,EXP_ZONE_03,219500.00000000003,3439499.9999999995,999999.9999992142
TH_G_219_3440,EXP_ZONE_03,219500.00000000052,3440500.0000000005,999999.9999997381
TH_G_219_3441,EXP_ZONE_03,219500.00000000073,3441500.0,1000000.0000002037
TH_G_219_3442,EXP_ZONE_03,219499.99999999983,3442500.0,999999.9999995925
TH_G_219_3443,EXP_ZONE_03,219500.00000000003,3443499.999999999,999999.9999994761
TH_G_219_3444,EXP_ZONE_04,219499.9999999998,3444500.0,999999.9999995634
TH_G_219_3445,EXP_ZONE_04,219499.99999999924,3445499.9999999986,999999.9999986903
TH_G_219_3446,EXP_ZONE_04,219499.99999999965,3446499.999999999,999999.9999996508
TH_G_219_3447,EXP_ZONE_04,219500.00000000012,3447500.0,999999.9999999127
TH_G_219_3448,EXP_ZONE_04,219500.00000000058,3448499.9999999995,999999.9999990396
TH_G_219_3449,EXP_ZONE_04,219500.00000000032,3449499.9999999995,999999.9999987194
TH_G_219_3450,EXP_ZONE_04,219499.99999999968,3450500.0,999999.9999993597
TH_G_219_3451,EXP_ZONE_04,219500.00000000035,3451500.0,1000000.0
TH_G_219_3452,EXP_ZONE_04,219500.0000000005,3452499.9999999995,999999.9999986903
TH_G_219_3453,EXP_ZONE_04,219500.00000000015,3453499.9999999995,1000000.0
TH_G_219_3454,EXP_ZONE_04,219499.9999999998,3454499.9999999995,1000000.0000001455
TH_G_219_3455,EXP_ZONE_04,219499.9999999997,3455499.9999999995,1000000.0000001455
TH_G_219_3456,EXP_ZONE_04,219499.99999999968,3456500.0,999999.9999992433
TH_G_219_3457,EXP_ZONE_04,219500.0000000002,3457500.0,999999.999999709
TH_G_219_3458,EXP_ZONE_04,219500.00000000035,3458500.0,999999.9999993306
TH_G_219_3459,EXP_ZONE_04,219499.99999999977,3459500.0,1000000.0000004075
TH_G_219_3460,EXP_ZONE_04,219499.99999999985,3460500.0,999999.9999994761
TH_G_219_3461,EXP_ZONE_04,219500.00000000032,3461500.0,999999.9999975553
TH_G_219_3462,EXP_ZONE_04,219499.99999999985,3462499.9999999995,999999.9999995052
TH_G_219_3463,EXP_ZONE_04,219499.9999999999,3463500.0,999999.9999976717
TH_G_220_3424,EXP_ZONE_03,220500.00000000015,3424500.0,999999.9999997963
TH_G_220_3425,EXP_ZONE_03,220499.9999999999,3425499.9999999995,1000000.0000003783
TH_G_220_3426,EXP_ZONE_03,220499.99999999916,3426499.9999999995,1000000.000001106
TH_G_220_3427,EXP_ZONE_03,220499.99999999948,3427500.0,999999.9999992433
TH_G_220_3428,EXP_ZONE_03,220499.99999999945,3428499.999999999,1000000.0000009022
TH_G_220_3429,EXP_ZONE_03,220499.99999999945,3429500.0000000005,1000000.000000291
TH_G_220_3430,EXP_ZONE_03,220499.99999999953,3430499.9999999995,999999.999998865
TH_G_220_3431,EXP_ZONE_03,220500.00000000026,3431500.0,999999.9999996217
TH_G_220_3432,EXP_ZONE_03,220500.00000000012,3432500.0000000005,999999.9999995052
TH_G_220_3433,EXP_ZONE_03,220499.9999999998,3433500.0,999999.9999997963
TH_G_220_3434,EXP_ZONE_03,220499.9999999999,3434499.9999999995,1000000.0000004075
TH_G_220_3435,EXP_ZONE_03,220500.0000000004,3435499.999999999,1000000.0000010186
TH_G_220_3436,EXP_ZONE_03,220500.000000001,3436499.9999999995,1000000.0000000582
TH_G_220_3437,EXP_ZONE_03,220500.00000000032,3437499.9999999995,1000000.0000001746
TH_G_220_3438,EXP_ZONE_03,220499.99999999988,3438499.999999999,1000000.000000291
TH_G_220_3439,EXP_ZONE_03,220499.99999999965,3439500.0,1000000.0000006112
TH_G_220_3440,EXP_ZONE_03,220500.00000000023,3440499.9999999995,1000000.0000007858
TH_G_220_3441,EXP_ZONE_03,220499.9999999999,3441500.0000000005,999999.9999989523
TH_G_220_3442,EXP_ZONE_03,220499.99999999977,3442500.0,999999.9999982247
TH_G_220_3443,EXP_ZONE_03,220500.00000000006,3443500.0,1000000.0000005821
TH_G_220_3444,EXP_ZONE_04,220499.9999999999,3444500.0000000005,1000000.0000011642
TH_G_220_3445,EXP_ZONE_04,220499.99999999968,3445499.999999999,1000000.0000011642
TH_G_220_3446,EXP_ZONE_04,220499.99999999942,3446500.0,1000000.0000017753
TH_G_220_3447,EXP_ZONE_04,220499.99999999988,3447500.0,999999.9999992724
TH_G_220_3448,EXP_ZONE_04,220500.00000000023,3448500.0,999999.9999990396
TH_G_220_3449,EXP_ZONE_04,220499.99999999965,3449500.0,1000000.0000008731
TH_G_220_3450,EXP_ZONE_04,220500.00000000006,3450499.9999999995,1000000.0000017753
TH_G_220_3451,EXP_ZONE_04,220500.00000000055,3451499.9999999995,1000000.0000004948
TH_G_220_3452,EXP_ZONE_04,220500.00000000073,3452500.0,1000000.0000003492
TH_G_220_3453,EXP_ZONE_04,220499.99999999968,3453500.0,1000000.0000003201
TH_G_220_3454,EXP_ZONE_04,220499.99999999962,3454500.0,999999.999999156
TH_G_220_3455,EXP_ZONE_04,220499.99999999942,3455500.0,1000000.0000006112
TH_G_220_3456,EXP_ZONE_04,220499.99999999985,3456500.0,1000000.0000004657
TH_G_220_3457,EXP_ZONE_04,220500.00000000012,3457500.0,1000000.0000004657
TH_G_220_3458,EXP_ZONE_04,220500.0000000003,3458499.9999999995,1000000.0000003201
TH_G_220_3459,EXP_ZONE_04,220499.9999999998,3459500.000000001,1000000.000000291
TH_G_220_3460,EXP_ZONE_04,220499.99999999977,3460499.9999999995,1000000.0000004366
TH_G_220_3461,EXP_ZONE_04,220499.99999999983,3461500.0,1000000.0000006694
TH_G_220_3462,EXP_ZONE_04,220499.99999999933,3462500.0,999999.9999997672
TH_G_220_3463,EXP_ZONE_04,220499.9999999996,3463499.9999999995,1000000.0000005239
TH_G_221_3424,EXP_ZONE_03,221500.00000000058,3424499.999999999,999999.9999986321
TH_G_221_3425,EXP_ZONE_03,221500.00000000003,3425499.999999999,1000000.0000012224
TH_G_221_3426,EXP_ZONE_03,221499.9999999995,3426499.999999999,1000000.0000003201
TH_G_221_3427,EXP_ZONE_03,221499.99999999974,3427499.9999999995,1000000.0000004075
TH_G_221_3428,EXP_ZONE_03,221499.9999999999,3428499.9999999995,1000000.0
TH_G_221_3429,EXP_ZONE_03,221499.99999999956,3429499.9999999995,1000000.0000011642
TH_G_221_3430,EXP_ZONE_03,221499.99999999948,3430500.0,1000000.0000000582
TH_G_221_3431,EXP_ZONE_03,221499.99999999953,3431499.9999999995,1000000.0000005239
TH_G_221_3432,EXP_ZONE_03,221500.00000000015,3432500.0000000005,999999.9999999127
TH_G_221_3433,EXP_ZONE_03,221500.00000000026,3433500.0,1000000.0000001746
TH_G_221_3434,EXP_ZONE_03,221500.00000000026,3434499.999999999,1000000.000000291
TH_G_221_3435,EXP_ZONE_03,221500.000000001,3435500.0,999999.9999998836
TH_G_221_3436,EXP_ZONE_03,221500.00000000087,3436500.0,1000000.000000291
TH_G_221_3437,EXP_ZONE_03,221500.00000000064,3437499.9999999995,999999.9999995925
TH_G_221_3438,EXP_ZONE_03,221499.9999999999,3438499.9999999995,1000000.000000844
TH_G_221_3439,EXP_ZONE_03,221500.00000000015,3439499.999999999,1000000.0000000291
TH_G_221_3440,EXP_ZONE_03,221500.0000000003,3440500.0,1000000.000000844
TH_G_221_3441,EXP_ZONE_03,221499.99999999983,3441499.9999999995,999999.9999998836
TH_G_221_3442,EXP_ZONE_03,221499.99999999927,3442500.0,999999.9999995052
TH_G_221_3443,EXP_ZONE_03,221499.99999999974,3443499.9999999995,1000000.000000553
TH_G_221_3444,EXP_ZONE_03,221500.0000000006,3444499.9999999995,999999.9999996799
TH_G_221_3445,EXP_ZONE_04,221500.00000000067,3445499.9999999995,1000000.0000002037
TH_G_221_3446,EXP_ZONE_04,221499.9999999997,3446500.0,999999.9999999127
TH_G_221_3447,EXP_ZONE_04,221499.9999999999,3447500.0,1000000.0000006985
TH_G_221_3448,EXP_ZONE_04,221499.99999999997,3448500.0,1000000.0000006985
TH_G_221_3449,EXP_ZONE_04,221499.99999999983,3449500.0000000005,999999.9999993306
TH_G_221_3450,EXP_ZONE_04,221500.00000000017,3450499.9999999995,999999.9999986903
TH_G_221_3451,EXP_ZONE_04,221500.00000000058,3451500.0,999999.9999979918
TH_G_221_3452,EXP_ZONE_04,221500.00000000073,3452500.0,1000000.0000013679
TH_G_221_3453,EXP_ZONE_04,221500.00000000015,3453499.9999999995,1000000.0000000582
TH_G_221_3454,EXP_ZONE_04,221499.99999999945,3454500.0,1000000.0000007858
TH_G_221_3455,EXP_ZONE_04,221500.0,3455500.0000000005,1000000.0000004075
TH_G_221_3456,EXP_ZONE_04,221500.0000000002,3456500.0,999999.9999997672
TH_G_221_3457,EXP_ZONE_04,221500.00000000064,3457499.9999999995,1000000.0000000291
TH_G_221_3458,EXP_ZONE_04,221499.99999999997,3458500.0,1000000.000000291
TH_G_221_3459,EXP_ZONE_04,221499.99999999968,3459500.000000001,999999.9999998545
TH_G_221_3460,EXP_ZONE_04,221500.00000000052,3460499.9999999995,999999.9999993888
TH_G_221_3461,EXP_ZONE_04,221500.00000000026,3461500.0,1000000.0000014552
TH_G_221_3462,EXP_ZONE_04,221500.00000000017,3462500.0,1000000.0000006403
TH_G_221_3463,EXP_ZONE_04,221500.00000000017,3463500.0,1000000.0000005239
TH_G_222_3424,EXP_ZONE_03,222500.00000000012,3424499.999999999,999999.9999992142
TH_G_222_3425,EXP_ZONE_03,222499.99999999997,3425499.999999999,1000000.0000000873
TH_G_222_3426,EXP_ZONE_03,222499.99999999983,3426499.999999999,1000000.0000002328
TH_G_222_3427,EXP_ZONE_03,222499.99999999965,3427500.0,999999.999999709
TH_G_222_3428,EXP_ZONE_03,222499.99999999983,3428499.999999999,999999.999999709
TH_G_222_3429,EXP_ZONE_03,222499.99999999968,3429500.0,1000000.0000002619
TH_G_222_3430,EXP_ZONE_03,222499.99999999965,3430500.0000000005,999999.9999992142
TH_G_222_3431,EXP_ZONE_03,222499.99999999977,3431499.999999999,1000000.0000000873
TH_G_222_3432,EXP_ZONE_03,222500.00000000017,3432500.0,1000000.0000009313
TH_G_222_3433,EXP_ZONE_03,222500.00000000003,3433499.9999999995,999999.9999981956
TH_G_222_3434,EXP_ZONE_03,222500.00000000006,3434499.9999999995,999999.9999995634
TH_G_222_3435,EXP_ZONE_03,222500.00000000055,3435500.0,999999.9999998545
TH_G_222_3436,EXP_ZONE_05,222500.0000000008,3436500.0000000005,999999.9999990978
TH_G_222_3437,EXP_ZONE_03,222500.0000000003,3437499.9999999995,999999.9999992142
TH_G_222_3438,EXP_ZONE_03,222499.99999999974,3438499.9999999995,999999.9999982829
TH_G_222_3439,EXP_ZONE_03,222499.99999999948,3439499.999999999,999999.999998865
TH_G_222_3440,EXP_ZONE_03,222499.99999999985,3440499.9999999995,999999.9999994761
TH_G_222_3441,EXP_ZONE_03,222499.99999999988,3441500.0,1000000.0000000291
TH_G_222_3442,EXP_ZONE_03,222499.9999999997,3442500.0,1000000.0000009022
TH_G_222_3443,EXP_ZONE_03,222499.99999999988,3443500.0,1000000.0000003783
TH_G_222_3444,EXP_ZONE_04,222500.00000000058,3444500.0,1000000.0000008149
TH_G_222_3445,EXP_ZONE_04,222500.00000000032,3445500.0000000005,999999.9999991269
TH_G_222_3446,EXP_ZONE_04,222499.9999999999,3446499.9999999995,999999.9999997963
TH_G_222_3447,EXP_ZONE_04,222499.9999999998,3447500.0000000005,999999.9999994179
TH_G_222_3448,EXP_ZONE_04,222499.9999999998,3448499.9999999995,999999.9999980791
TH_G_222_3449,EXP_ZONE_04,222499.9999999996,3449500.0,1000000.0000008731
TH_G_222_3450,EXP_ZONE_04,222499.99999999916,3450500.0,1000000.0000004366
TH_G_222_3451,EXP_ZONE_04,222499.99999999962,3451500.0,999999.9999977299
TH_G_222_3452,EXP_ZONE_04,222499.9999999999,3452500.0,999999.9999987776
TH_G_222_3453,EXP_ZONE_04,222499.99999999985,3453500.0,999999.9999989232
TH_G_222_3454,EXP_ZONE_04,222499.99999999962,3454500.0,999999.9999986612
TH_G_222_3455,EXP_ZONE_04,222499.99999999983,3455499.9999999995,1000000.0000003492
TH_G_222_3456,EXP_ZONE_04,222500.00000000035,3456499.9999999995,999999.9999993597
TH_G_222_3457,EXP_ZONE_04,222500.00000000055,3457499.9999999995,999999.9999996799
TH_G_222_3458,EXP_ZONE_04,222500.00000000003,3458499.999999999,1000000.0000006403
TH_G_222_3459,EXP_ZONE_04,222500.0000000001,3459499.9999999986,1000000.0000007858
TH_G_222_3460,EXP_ZONE_04,222500.00000000032,3460499.9999999995,999999.999999447
TH_G_222_3461,EXP_ZONE_04,222500.0000000002,3461499.9999999995,999999.999999709
TH_G_222_3462,EXP_ZONE_04,222499.99999999983,3462500.0,999999.9999983411
TH_G_222_3463,EXP_ZONE_04,222499.99999999988,3463500.0000000005,999999.9999994179
TH_G_223_3424,EXP_ZONE_05,223499.99999999962,3424500.0,999999.9999989232
TH_G_223_3425,EXP_ZONE_05,223499.99999999997,3425500.0,999999.9999998254
TH_G_223_3426,EXP_ZONE_05,223499.9999999998,3426499.9999999995,1000000.0000006112
TH_G_223_3427,EXP_ZONE_05,223499.9999999996,3427499.9999999995,999999.9999991851
TH_G_223_3428,EXP_ZONE_05,223499.99999999956,3428499.9999999995,1000000.0000000582
TH_G_223_3429,EXP_ZONE_05,223499.99999999962,3429499.9999999995,1000000.0000009022
TH_G_223_3430,EXP_ZONE_05,223499.99999999997,3430499.9999999995,1000000.0000002328
TH_G_223_3431,EXP_ZONE_05,223499.99999999988,3431500.0000000005,999999.9999999127
TH_G_223_3432,EXP_ZONE_05,223500.00000000032,3432500.0,1000000.0000005239
TH_G_223_3433,EXP_ZONE_05,223500.0,3433499.999999999,999999.999999156
TH_G_223_3434,EXP_ZONE_05,223499.99999999953,3434499.999999999,1000000.0000009313
TH_G_223_3435,EXP_ZONE_05,223499.99999999997,3435500.0,1000000.0000002037
TH_G_223_3436,EXP_ZONE_05,223499.99999999997,3436500.0000000005,999999.9999980209
TH_G_223_3437,EXP_ZONE_05,223499.9999999997,3437499.9999999995,999999.9999997381
TH_G_223_3438,EXP_ZONE_05,223499.99999999974,3438499.9999999995,1000000.000001135
TH_G_223_3439,EXP_ZONE_05,223499.9999999995,3439499.9999999986,1000000.0000003201
TH_G_223_3440,EXP_ZONE_05,223499.99999999985,3440499.9999999986,1000000.0000017171
TH_G_223_3441,EXP_ZONE_05,223499.99999999997,3441500.0,1000000.000001135
TH_G_223_3442,EXP_ZONE_05,223499.99999999942,3442500.0,999999.9999991851
TH_G_223_3443,EXP_ZONE_06,223500.00000000047,3443500.0,999999.9999992433
TH_G_223_3444,EXP_ZONE_06,223500.00000000044,3444500.0,1000000.0000014552
TH_G_223_3445,EXP_ZONE_06,223500.00000000032,3445500.0000000005,999999.9999990396
TH_G_223_3446,EXP_ZONE_06,223500.00000000017,3446500.0,1000000.0000000873
TH_G_223_3447,EXP_ZONE_06,223499.99999999988,3447500.0,1000000.0000022119
TH_G_223_3448,EXP_ZONE_06,223499.99999999994,3448499.9999999995,1000000.0000001455
TH_G_223_3449,EXP_ZONE_06,223500.0000000003,3449499.9999999995,1000000.0000024156
TH_G_223_3450,EXP_ZONE_06,223500.0,3450499.9999999995,1000000.0000017171
TH_G_223_3451,EXP_ZONE_06,223499.99999999962,3451500.0,1000000.0000009604
TH_G_223_3452,EXP_ZONE_06,223499.9999999994,3452500.0,1000000.0000010477
TH_G_223_3453,EXP_ZONE_06,223499.99999999965,3453500.0,1000000.0000018917
TH_G_223_3454,EXP_ZONE_06,223500.00000000017,3454499.999999999,1000000.0000004657
TH_G_223_3455,EXP_ZONE_06,223500.00000000017,3455499.9999999995,1000000.0000001746
TH_G_223_3456,EXP_ZONE_06,223499.99999999985,3456499.9999999995,1000000.0000000291
TH_G_223_3457,EXP_ZONE_06,223500.00000000006,3457500.0000000005,999999.9999994761
TH_G_223_3458,EXP_ZONE_06,223499.99999999994,3458500.0,999999.9999985448
TH_G_223_3459,EXP_ZONE_06,223499.99999999994,3459499.9999999995,1000000.0000000291
TH_G_223_3460,EXP_ZONE_06,223500.00000000044,3460500.0000000005,999999.9999993597
